sample_id,group_id,video_path,question,option_a,option_b,option_c,option_d,visual_required,temporal_required,traffic_knowledge_required,mixed_or_ambiguous,primary_label,annotator_note
train_1195,8d03c91e_345_clip_019_0137_0147_Y,/workspace/RoadBuddy/data/train/videos/8d03c91e_345_clip_019_0137_0147_Y.mp4,"Trong video này, các biển báo nào đã xuất hiện ở phía bên trái theo hướng di chuyển của xe?",Biển cấm đi ngược chiều và biển chỉ dẫn hướng đi vòng chướng ngại vật.,Biển cấm đi ngược chiều và biển tốc độ tối thiểu cho phép.,Biển hết hạn chế tốc độ tối thiểu và biển chỉ dẫn hướng đi vòng chướng ngại vật.,Chỉ có biển cấm đi ngược chiều.,,,,,,
train_1196,bd21bc11_461_clip_008_0048_0056_Y,/workspace/RoadBuddy/data/train/videos/bd21bc11_461_clip_008_0048_0056_Y.mp4,"Trong video này, biển báo nguy hiểm cảnh báo điều gì sắp xảy ra?",Sắp đến một đoạn đường cong nguy hiểm về bên phải.,Sắp đến một đoạn đường cong nguy hiểm về bên trái.,Đường trơn trượt.,Giao nhau với đường không ưu tiên.,,,,,,
train_1201,ebc2026f_495_clip_013_0090_0098_N,/workspace/RoadBuddy/data/train/videos/ebc2026f_495_clip_013_0090_0098_N.mp4,"Trong video này, biển báo chính màu vàng có nội dung gì?",Giữ khoảng cách an toàn,"Đi chậm, quan sát",Đường đang thi công,Cấm vượt,,,,,,
train_1205,c35bec2c_240_clip_002_0005_0014_Y,/workspace/RoadBuddy/data/train/videos/c35bec2c_240_clip_002_0005_0014_Y.mp4,"Trong video, theo biển chỉ dẫn, để đi đến TT. Nhơn Trạch, người lái xe cần phải làm gì?",Đi thẳng theo hướng TP. Hồ Chí Minh.,Đi vào lối ra bên phải.,Chuyển sang làn đường bên trái.,Giảm tốc độ và đi sát lề đường.,,,,,,
train_1211,3cb98350_545_clip_020_0148_0158_Y,/workspace/RoadBuddy/data/train/videos/3cb98350_545_clip_020_0148_0158_Y.mp4,"Trong video này, các phương tiện tham gia giao thông trên đoạn đường này phải tuân thủ quy định tốc độ nào?",Tốc độ tối đa 120 km/h.,Tốc độ tối thiểu 60 km/h.,Tốc độ tối đa 120 km/h và tốc độ tối thiểu 60 km/h.,Tốc độ tối đa 60 km/h.,,,,,,
train_1212,f396ea37_545_clip_013_0092_0100_Y,/workspace/RoadBuddy/data/train/videos/f396ea37_545_clip_013_0092_0100_Y.mp4,"Trong video này, tốc độ tối đa cho phép trên đoạn đường này là bao nhiêu?",80 km/h,120 km/h,100 km/h,60 km/h,,,,,,
train_1224,f3ea0184_277_clip_005_0029_0036_Y,/workspace/RoadBuddy/data/train/videos/f3ea0184_277_clip_005_0029_0036_Y.mp4,"Trong video này, các biển báo chỉ dẫn trên cao cho biết đi thẳng sẽ đến những địa điểm nào?",Cầu Phú Mỹ và Đường Lê Khả Phiêu,Cầu Sài Gòn và Đường Lê Thánh Tôn,Chỉ dẫn đến Cầu Phú Mỹ,Hầm Thủ Thiêm và Đường Nguyễn Huệ,,,,,,
train_1225,88476c56_462_clip_008_0053_0062_Y,/workspace/RoadBuddy/data/train/videos/88476c56_462_clip_008_0053_0062_Y.mp4,"Trong video này, đèn tín hiệu giao thông dành cho hướng di chuyển của xe có đặc điểm gì?",Có tín hiệu cho phép rẽ phải khi đèn đỏ,Có đồng hồ đếm ngược thời gian,"Chỉ có đèn xanh và đèn đỏ, không có đèn vàng",Đang ở trạng thái nhấp nháy đèn vàng cảnh báo,,,,,,
train_1232,343ada2a_442_clip_008_0055_0060_N,/workspace/RoadBuddy/data/train/videos/343ada2a_442_clip_008_0055_0060_N.mp4,"Trong video này, những biển báo chính nào xuất hiện trên cùng một cột? Chọn đáp án đúng và đầy đủ nhất.",Biển 'Đường cấm' và biển 'Hướng đi thẳng phải theo',Biển 'Cấm đi ngược chiều' và biển 'Hướng đi thẳng phải theo',Biển 'Đường cấm' và biển 'Đường một chiều',Biển 'Cấm dừng và đỗ xe' và biển 'Hướng đi thẳng phải theo',,,,,,
train_1234,4f76e388_442_clip_002_0007_0016_N,/workspace/RoadBuddy/data/train/videos/4f76e388_442_clip_002_0007_0016_N.mp4,"Trong video này, tài xế xe có camera hành trình có được phép vượt xe phía trước không?","Có, nếu đảm bảo an toàn","Không, vì đây là đoạn đường có vạch kẻ liền màu vàng","Có, vì đường đủ rộng để vượt","Không, vì có xe buýt đang đi tới",,,,,,
train_1243,9be578c7_554_clip_003_0014_0022_N,/workspace/RoadBuddy/data/train/videos/9be578c7_554_clip_003_0014_0022_N.mp4,"Trong video này, tốc độ tối đa cho phép được thể hiện trên mặt đường là bao nhiêu?",50 km/h,60 km/h,40 km/h,Không có thông tin,,,,,,
train_1255,f8b38a8b_340_clip_004_0017_0023_Y,/workspace/RoadBuddy/data/train/videos/f8b38a8b_340_clip_004_0017_0023_Y.mp4,"Trong video, tốc độ tối đa cho phép trên đoạn đường này là bao nhiêu?",40 km/h,50 km/h,60 km/h,Không có biển báo,,,,,,
train_1269,dc1110c1_238_clip_006_0044_0053_Y,/workspace/RoadBuddy/data/train/videos/dc1110c1_238_clip_006_0044_0053_Y.mp4,"Trong video này, tốc độ tối đa cho phép trên đoạn đường là bao nhiêu?",40 km/h,50 km/h,60 km/h,Không có biển báo,,,,,,
train_1274,5dc7b3e6_183_clip_007_0041_0050_Y,/workspace/RoadBuddy/data/train/videos/5dc7b3e6_183_clip_007_0041_0050_Y.mp4,"Trong video này, tại vị trí có biển báo phân làn, xe ô tô (xe có camera hành trình) được phép đi theo những hướng nào?",Đi thẳng và rẽ phải.,Chỉ được đi thẳng.,Đi thẳng và rẽ trái.,Rẽ trái và quay đầu.,,,,,,
train_1276,a974d079_345_clip_001_0000_0009_Y,/workspace/RoadBuddy/data/train/videos/a974d079_345_clip_001_0000_0009_Y.mp4,"Trong video, biển báo cảnh báo nguy hiểm có ý nghĩa gì?",Báo trước sắp đến một chỗ ngoặt nguy hiểm vòng sang bên trái.,Báo hiệu đường bị hẹp về phía bên phải.,Báo trước sắp đến một chỗ ngoặt nguy hiểm vòng sang bên phải.,Báo hiệu sắp giao nhau với đường sắt.,,,,,,
train_1279,45b89cd9_345_clip_010_0064_0073_Y,/workspace/RoadBuddy/data/train/videos/45b89cd9_345_clip_010_0064_0073_Y.mp4,"Trong video này, người lái xe đã gặp những loại biển báo nào?",Biển báo cấm và biển báo nguy hiểm,Biển chỉ dẫn và biển hiệu lệnh,Biển báo nguy hiểm và biển chỉ dẫn,Chỉ có biển chỉ dẫn,,,,,,
train_1282,8d03c91e_345_clip_019_0137_0147_Y,/workspace/RoadBuddy/data/train/videos/8d03c91e_345_clip_019_0137_0147_Y.mp4,"Trong video này, biển báo tốc độ xuất hiện ở phía bên phải có ý nghĩa gì?",Tốc độ tối đa cho phép là 60 km/h.,Tốc độ tối thiểu cho phép là 60 km/h.,Hết đoạn đường quy định tốc độ tối đa.,Cảnh báo đoạn đường thường xuyên có xe chạy chậm.,,,,,,
train_1291,a66fd7f7_015_clip_018_0117_0123_Y,/workspace/RoadBuddy/data/train/videos/a66fd7f7_015_clip_018_0117_0123_Y.mp4,"Trong video này, biển báo giới hạn tốc độ tối đa 80 km/h áp dụng cho khu vực nào?",Toàn bộ đoạn đường trong video,Làn đường bên trái,Lối rẽ ra khỏi đường chính,Chỉ dành cho xe tải,,,,,,
train_1292,a9ab364a_015_clip_016_0103_0112_Y,/workspace/RoadBuddy/data/train/videos/a9ab364a_015_clip_016_0103_0112_Y.mp4,"Trong video, biển báo cho biết còn bao xa nữa thì đến lối ra đi Long Thành, Phan Thiết và Dầu Giây?",100 m,500 m,1 km,Không có thông tin,,,,,,
train_1293,c35bec2c_240_clip_002_0005_0014_Y,/workspace/RoadBuddy/data/train/videos/c35bec2c_240_clip_002_0005_0014_Y.mp4,"Trong video, biển chỉ dẫn cung cấp thông tin về những tuyến đường nào?",Đường cao tốc CT.01 và Đường tỉnh 319.,Quốc lộ 1A và Quốc lộ 51.,Đường cao tốc CT.01 và Quốc lộ 1A.,Đường tỉnh 319 và Quốc lộ 51.,,,,,,
train_1294,3cb98350_545_clip_020_0148_0158_Y,/workspace/RoadBuddy/data/train/videos/3cb98350_545_clip_020_0148_0158_Y.mp4,"Trong video này, dựa vào tốc độ hiển thị trên camera hành trình và biển báo, xe có camera hành trình đang di chuyển như thế nào?",Nhanh hơn tốc độ tối đa cho phép.,Chậm hơn tốc độ tối thiểu cho phép.,Đúng trong khoảng tốc độ cho phép.,Đúng bằng tốc độ tối thiểu cho phép.,,,,,,
train_1299,f396ea37_545_clip_013_0092_0100_Y,/workspace/RoadBuddy/data/train/videos/f396ea37_545_clip_013_0092_0100_Y.mp4,"Trong video, người lái xe đã thấy những biển báo nào sau đây?",Biển báo tốc độ tối đa cho phép và biển báo khu dân cư.,Biển báo tốc độ tối thiểu cho phép và biển chỉ dẫn lối ra.,Biển báo tốc độ tối đa cho phép và biển chỉ dẫn lối ra.,Chỉ có biển báo tốc độ tối đa cho phép.,,,,,,
train_1302,746cdb77_461_clip_014_0092_0102_Y,/workspace/RoadBuddy/data/train/videos/746cdb77_461_clip_014_0092_0102_Y.mp4,"Trong video này, ý nghĩa của biển báo giao thông xuất hiện là gì?",Hạn chế tải trọng trên trục xe,Hạn chế chiều ngang của xe,Hạn chế chiều cao của xe và hàng,Cấm ô tô tải,,,,,,
train_1306,ebc2026f_495_clip_013_0090_0098_N,/workspace/RoadBuddy/data/train/videos/ebc2026f_495_clip_013_0090_0098_N.mp4,"Trong video này, các biển báo xuất hiện nhằm mục đích gì?",Báo hiệu sắp đến trạm thu phí.,Cảnh báo khu vực có giới hạn tốc độ mới.,Nhắc nhở người lái xe duy trì khoảng cách an toàn với xe phía trước.,Chỉ dẫn lối ra khỏi đường cao tốc.,,,,,,
train_1308,d4ef00aa_277_clip_024_0170_0180_Y,/workspace/RoadBuddy/data/train/videos/d4ef00aa_277_clip_024_0170_0180_Y.mp4,"Trong video này, hành vi của chiếc ô tô màu đen đang đỗ bên lề đường là đúng hay sai theo quy tắc giao thông được báo hiệu?","Đúng, vì xe đỗ gọn gàng trên lề cỏ.","Sai, vì khu vực này có biển báo cấm đỗ xe.","Đúng, vì biển báo chỉ áp dụng cho xe tải.","Sai, vì đường này chỉ cho phép dừng xe, không được đỗ.",,,,,,
train_1315,f3ea0184_277_clip_005_0029_0036_Y,/workspace/RoadBuddy/data/train/videos/f3ea0184_277_clip_005_0029_0036_Y.mp4,"Trong video này, các nhóm biển báo nào đã xuất hiện? Chọn đáp án đầy đủ nhất.",Biển chỉ dẫn và biển báo hiệu lệnh,Biển báo cấm và biển báo nguy hiểm,Chỉ có biển chỉ dẫn,"Biển chỉ dẫn, biển báo cấm và biển báo nguy hiểm",,,,,,
train_1331,4f76e388_442_clip_002_0007_0016_N,/workspace/RoadBuddy/data/train/videos/4f76e388_442_clip_002_0007_0016_N.mp4,"Trong video này, biển báo giao thông nào đã xuất hiện?",Biển cấm đi ngược chiều,Biển cấm đỗ xe,Biển cấm dừng và đỗ xe,Biển báo khu dân cư,,,,,,
train_1345,9be578c7_554_clip_003_0014_0022_N,/workspace/RoadBuddy/data/train/videos/9be578c7_554_clip_003_0014_0022_N.mp4,"Trong video này, dựa vào biển báo và vạch kẻ đường, hành vi nào bị cấm ở bên phải lề đường?",Chỉ cấm đỗ xe,Chỉ cấm dừng xe,Dừng xe và đỗ xe,Rẽ phải,,,,,,
train_1351,49e2623d_305_clip_004_0026_0036_N,/workspace/RoadBuddy/data/train/videos/49e2623d_305_clip_004_0026_0036_N.mp4,"Trong video này, người lái xe nhận được cảnh báo hoặc chỉ dẫn nào thông qua các vạch kẻ trên đường?",Cảnh báo đường trơn trượt,Cần phải đi chậm lại,Sắp đến khu vực trường học,Làn đường dành riêng cho xe buýt,,,,,,
train_1352,343ada2a_442_clip_008_0055_0060_N,/workspace/RoadBuddy/data/train/videos/343ada2a_442_clip_008_0055_0060_N.mp4,"Trong video này, biển báo hình tròn, nền xanh với mũi tên trắng chỉ thẳng lên trên có ý nghĩa gì?",Báo hiệu đây là đường một chiều.,Chỉ dẫn hướng đi đến một địa điểm cụ thể.,Báo hiệu các loại xe (cơ giới và thô sơ) chỉ được phép đi thẳng.,Báo hiệu đường dành riêng cho ô tô.,,,,,,
train_1353,a911d192_129_clip_007_0045_0052_N,/workspace/RoadBuddy/data/train/videos/a911d192_129_clip_007_0045_0052_N.mp4,"Trong video, tại sao phương tiện không thể quay đầu xe hoặc rẽ trái ngay lập tức?",Vì có dải phân cách cứng ở giữa đường,Vì có biển báo cấm quay đầu xe,Vì đây là đường một chiều,Vì đèn tín hiệu giao thông đang báo màu đỏ,,,,,,
train_1356,a01ac992_545_clip_001_0000_0007_Y,/workspace/RoadBuddy/data/train/videos/a01ac992_545_clip_001_0000_0007_Y.mp4,"Trong video này, dải phân cách cứng ở giữa có tác dụng gì?",Phân chia hai chiều xe chạy ngược nhau,Phân chia làn ô tô và xe máy,Rào chắn của công trình đang thi công,Phân chia làn xe thô sơ và xe cơ giới,,,,,,
train_1361,d46b415d_495_clip_006_0027_0032_Y,/workspace/RoadBuddy/data/train/videos/d46b415d_495_clip_006_0027_0032_Y.mp4,"Trong video này, biển báo hiệu lệnh màu xanh ở phía bên phải có ý nghĩa gì?",Các xe chỉ được đi thẳng,Đường dành cho ô tô,Được phép rẽ phải tại ngã ba,Bắt đầu khu vực đông dân cư,,,,,,
train_1363,2784378f_495_clip_001_0000_0010_Y,/workspace/RoadBuddy/data/train/videos/2784378f_495_clip_001_0000_0010_Y.mp4,"Trong video, vạch kẻ đường dạng chữ V (vạch xương cá) ở làn đường bên trái xe có camera hành trình có ý nghĩa gì?","Khu vực được phép dừng, đỗ xe.",Khu vực dành cho người đi bộ sang đường.,Báo hiệu không được đi vào phần mặt đường có vạch này.,Báo hiệu sắp đến đoạn đường ưu tiên.,,,,,,
train_1368,74f93d17_238_clip_002_0006_0015_Y,/workspace/RoadBuddy/data/train/videos/74f93d17_238_clip_002_0006_0015_Y.mp4,"Trong video này, tốc độ tối đa cho phép trên đoạn đường này là bao nhiêu?",50 km/h,60 km/h,80 km/h,Không có biển báo giới hạn tốc độ,,,,,,
train_1372,dc1110c1_238_clip_006_0044_0053_Y,/workspace/RoadBuddy/data/train/videos/dc1110c1_238_clip_006_0044_0053_Y.mp4,"Trong video này, ngoài giới hạn tốc độ, còn có biển báo hạn chế nào khác?",Hạn chế trọng lượng xe,Hạn chế chiều ngang xe,Hạn chế chiều cao xe,Không có biển báo hạn chế nào khác,,,,,,
train_1375,38ba8abc_179_clip_008_0051_0060_Y,/workspace/RoadBuddy/data/train/videos/38ba8abc_179_clip_008_0051_0060_Y.mp4,"Trong video này, vạch kẻ đường trong làn xe của tài xế có ý nghĩa gì?",Đây là làn đường dành cho các phương tiện đi thẳng.,Đây là làn đường dành cho các phương tiện rẽ phải.,Đây là làn đường bắt buộc các phương tiện phải rẽ trái.,Đây là làn đường cho phép đi thẳng và rẽ trái.,,,,,,
train_1377,add702c9_063_clip_003_0017_0024_Y,/workspace/RoadBuddy/data/train/videos/add702c9_063_clip_003_0017_0024_Y.mp4,"Trong video này, các biển báo cung cấp thông tin gì là chủ yếu?",Giới hạn tốc độ và cấm dừng đỗ,Tên đường và tên cầu,Hướng đi và khoảng cách đến các địa điểm,Cảnh báo nguy hiểm và khu vực đông dân cư,,,,,,
train_1385,8ae769ed_183_clip_008_0050_0060_Y,/workspace/RoadBuddy/data/train/videos/8ae769ed_183_clip_008_0050_0060_Y.mp4,"Trong video này, những loại biển báo nào đã xuất hiện?",Biển báo nguy hiểm và biển báo cấm.,Biển báo chỉ dẫn và biển báo hiệu lệnh.,"Biển báo nguy hiểm, biển báo cấm và biển báo chỉ dẫn.",Chỉ có biển báo chỉ dẫn.,,,,,,
train_1389,a5cb63a2_035_clip_001_0000_0007_Y,/workspace/RoadBuddy/data/train/videos/a5cb63a2_035_clip_001_0000_0007_Y.mp4,"Trong video này, có những loại biển báo/tín hiệu giao thông nào xuất hiện? Chọn đáp án đúng và đầy đủ nhất.","Đèn tín hiệu giao thông, biển báo nguy hiểm và biển báo chỉ dẫn.",Chỉ có đèn tín hiệu giao thông và biển báo chỉ dẫn.,Đèn tín hiệu giao thông và biển báo cấm.,Chỉ có biển báo nguy hiểm và biển báo hiệu lệnh.,,,,,,
train_1390,a974d079_345_clip_001_0000_0009_Y,/workspace/RoadBuddy/data/train/videos/a974d079_345_clip_001_0000_0009_Y.mp4,"Trong video này, dựa vào các biển báo, người lái xe cần xử lý như thế nào?",Tăng tốc để qua nhanh đoạn đường cong vì đang ở trên đường ưu tiên.,Giảm tốc độ và chú ý quan sát vì sắp đến đoạn đường cong nguy hiểm.,Dừng lại và nhường đường cho các xe từ hướng khác.,Chuẩn bị rẽ phải vào đường nhánh.,,,,,,
train_1396,8d03c91e_345_clip_019_0137_0147_Y,/workspace/RoadBuddy/data/train/videos/8d03c91e_345_clip_019_0137_0147_Y.mp4,"Trong video này, dựa vào các biển báo, người lái xe cần hiểu rằng đoạn đường phía trước như thế nào?","Là đoạn đường một chiều, làn bên trái dành cho xe đi hướng ngược lại.",Là đoạn đường cao tốc sắp kết thúc.,Là đoạn đường hai chiều có dải phân cách cứng.,"Là đoạn đường đang thi công, cấm tất cả các phương tiện.",,,,,,
train_1401,a9ab364a_015_clip_016_0103_0112_Y,/workspace/RoadBuddy/data/train/videos/a9ab364a_015_clip_016_0103_0112_Y.mp4,"Trong video, các biển báo đã đề cập đến những tuyến cao tốc nào?",CT.01 và CT.29,Chỉ CT.01,Chỉ CT.29,CT.01 và CT.51,,,,,,
train_1406,ebc2026f_495_clip_013_0090_0098_N,/workspace/RoadBuddy/data/train/videos/ebc2026f_495_clip_013_0090_0098_N.mp4,"Trong video này, khi thấy biển báo 'Giữ khoảng cách an toàn', người lái xe nên thực hiện hành động nào sau đây?",Chủ động điều chỉnh tốc độ và duy trì một khoảng cách phù hợp với xe phía trước.,Tăng tốc để nhanh chóng vượt qua khu vực có biển báo.,Chuyển sang làn dừng khẩn cấp.,Bật đèn cảnh báo nguy hiểm (đèn hazard).,,,,,,
train_1409,c35bec2c_240_clip_002_0005_0014_Y,/workspace/RoadBuddy/data/train/videos/c35bec2c_240_clip_002_0005_0014_Y.mp4,"Trong video, nếu tiếp tục đi thẳng, phương tiện sẽ di chuyển trên tuyến đường nào?",Đường cao tốc CT.01 hướng về TP. Hồ Chí Minh.,Đường tỉnh 319 hướng về TT. Nhơn Trạch.,Quốc lộ 51.,Không có thông tin trên biển báo.,,,,,,
train_1421,69ca97d2_545_clip_007_0047_0052_N,/workspace/RoadBuddy/data/train/videos/69ca97d2_545_clip_007_0047_0052_N.mp4,"Dựa vào các vạch kẻ đường và biển báo trong video, người lái xe nên chuẩn bị cho tình huống nào sắp tới?",Sắp đến một lối ra hoặc một điểm phân chia làn đường.,"Sắp vào khu vực đông dân cư, cần giảm tốc độ.",Sắp đến đoạn đường cho phép quay đầu xe.,Đoạn đường phía trước chỉ dành cho xe ô tô con.,,,,,,
train_1423,f396ea37_545_clip_013_0092_0100_Y,/workspace/RoadBuddy/data/train/videos/f396ea37_545_clip_013_0092_0100_Y.mp4,"Trong video này, biển báo 'LỐI RA' có ý nghĩa gì?",Báo hiệu sắp đến trạm dừng nghỉ.,Báo hiệu sắp đến đoạn đường để ra khỏi đường đang đi.,Báo hiệu kết thúc đường cao tốc.,Báo hiệu sắp đến trạm thu phí.,,,,,,
train_1424,3cb98350_545_clip_020_0148_0158_Y,/workspace/RoadBuddy/data/train/videos/3cb98350_545_clip_020_0148_0158_Y.mp4,"Trong video này, loại vạch kẻ đường nào phân chia hai làn đường cùng chiều mà xe có camera hành trình đang lưu thông?",Vạch liền màu trắng.,Vạch đứt quãng màu trắng.,Vạch liền màu vàng.,Không có vạch kẻ đường.,,,,,,
train_1426,f3ea0184_277_clip_005_0029_0036_Y,/workspace/RoadBuddy/data/train/videos/f3ea0184_277_clip_005_0029_0036_Y.mp4,"Trong video này, người tham gia giao thông có được phép dừng xe ở đoạn đường có biển báo cấm hình tròn, nền xanh, viền đỏ, có hai vạch chéo màu đỏ không?",Được phép dừng xe không quá 5 phút,Chỉ được phép đỗ xe,Không được phép dừng xe và đỗ xe,Chỉ cấm dừng xe vào giờ cao điểm,,,,,,
train_1439,7bb38605_447_clip_005_0027_0032_N,/workspace/RoadBuddy/data/train/videos/7bb38605_447_clip_005_0027_0032_N.mp4,"Dựa vào cấu trúc của con đường trong video, tại sao người lái xe không thể rẽ trái hoặc quay đầu?",Vì có biển báo cấm rẽ trái và quay đầu,Vì đường quá hẹp,Vì có dải phân cách cứng chia hai chiều đường,Vì đang đi trên cầu vượt một chiều,,,,,,
train_1453,4f76e388_442_clip_002_0007_0016_N,/workspace/RoadBuddy/data/train/videos/4f76e388_442_clip_002_0007_0016_N.mp4,"Trong video này, đặc điểm của đoạn đường xe đang di chuyển là gì?",Đường một chiều dành cho ô tô,"Đường hai chiều, cho phép các xe vượt nhau khi an toàn",Đường một chiều có làn dành cho xe máy,"Đường hai chiều, không cho phép các xe vượt nhau",,,,,,
train_1464,2784378f_495_clip_001_0000_0010_Y,/workspace/RoadBuddy/data/train/videos/2784378f_495_clip_001_0000_0010_Y.mp4,"Trong video, làn đường sát lề phải được phân cho loại phương tiện nào?",Tất cả các loại phương tiện.,Xe ô tô và xe tải.,"Xe mô tô, xe gắn máy và xe thô sơ.",Chỉ dành cho xe buýt.,,,,,,
train_1472,8a476a87_495_clip_004_0027_0032_Y,/workspace/RoadBuddy/data/train/videos/8a476a87_495_clip_004_0027_0032_Y.mp4,"Trong video này, tại vị trí có biển báo hiệu lệnh hình tròn màu xanh, các phương tiện phải di chuyển như thế nào?",Đi sang bên phải của dải phân cách.,Rẽ phải ở ngã tư tiếp theo.,Bắt buộc đi thẳng.,Được phép quay đầu.,,,,,,
train_1482,74f93d17_238_clip_002_0006_0015_Y,/workspace/RoadBuddy/data/train/videos/74f93d17_238_clip_002_0006_0015_Y.mp4,"Trong video này, nếu tài xế muốn quay đầu xe thì phải làm gì?",Được phép quay đầu tại bất kỳ vị trí nào có vạch kẻ đường cho phép.,Chỉ được phép quay đầu tại nơi có giao lộ.,Không được phép quay đầu xe trên đoạn đường này và phải tìm một tuyến đường khác.,Bật tín hiệu và quay đầu xe một cách cẩn thận.,,,,,,
